category,name,code,value,unit,date,source,description
글로벌 매크로,금 선물,GC=F,2853.3,Point/Price,2025-02-04,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.96,Point/Price,2025-02-04,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,97871.82,Point/Price,2025-02-04,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.51,Point/Price,2025-02-04,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.34,Point/Price,2025-02-04,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.59,Point/Price,2025-02-04,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2871.6,Point/Price,2025-02-05,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.42,Point/Price,2025-02-05,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.66,Point/Price,2025-02-05,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.43,Point/Price,2025-02-05,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.58,Point/Price,2025-02-05,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96615.45,Point/Price,2025-02-05,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.69,Point/Price,2025-02-06,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.07,Point/Price,2025-02-06,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96593.3,Point/Price,2025-02-06,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2856.0,Point/Price,2025-02-06,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.45,Point/Price,2025-02-06,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.44,Point/Price,2025-02-06,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96529.09,Point/Price,2025-02-07,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.49,Point/Price,2025-02-07,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.77,Point/Price,2025-02-07,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,108.04,Point/Price,2025-02-07,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2867.3,Point/Price,2025-02-07,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.58,Point/Price,2025-02-07,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96482.45,Point/Price,2025-02-08,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96500.09,Point/Price,2025-02-09,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2914.3,Point/Price,2025-02-10,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.7,Point/Price,2025-02-10,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.77,Point/Price,2025-02-10,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,108.32,Point/Price,2025-02-10,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.49,Point/Price,2025-02-10,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,97437.55,Point/Price,2025-02-10,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.96,Point/Price,2025-02-11,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.59,Point/Price,2025-02-11,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2912.5,Point/Price,2025-02-11,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.3,Point/Price,2025-02-11,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.54,Point/Price,2025-02-11,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,95747.43,Point/Price,2025-02-11,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.7,Point/Price,2025-02-12,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2909.0,Point/Price,2025-02-12,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,97885.86,Point/Price,2025-02-12,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.64,Point/Price,2025-02-12,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.94,Point/Price,2025-02-12,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.62,Point/Price,2025-02-12,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2925.9,Point/Price,2025-02-13,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96623.87,Point/Price,2025-02-13,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.31,Point/Price,2025-02-13,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.53,Point/Price,2025-02-13,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,27.64,Point/Price,2025-02-13,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.77,Point/Price,2025-02-13,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.47,Point/Price,2025-02-14,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2883.6,Point/Price,2025-02-14,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.75,Point/Price,2025-02-14,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.66,Point/Price,2025-02-14,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.57,Point/Price,2025-02-14,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,97508.97,Point/Price,2025-02-14,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,97580.35,Point/Price,2025-02-15,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96175.03,Point/Price,2025-02-16,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,95773.38,Point/Price,2025-02-17,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.59,Point/Price,2025-02-18,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2931.6,Point/Price,2025-02-18,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.54,Point/Price,2025-02-18,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,95539.55,Point/Price,2025-02-18,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.05,Point/Price,2025-02-18,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.92,Point/Price,2025-02-18,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.56,Point/Price,2025-02-19,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.53,Point/Price,2025-02-19,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96635.61,Point/Price,2025-02-19,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.13,Point/Price,2025-02-19,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.17,Point/Price,2025-02-19,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2919.4,Point/Price,2025-02-19,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.34,Point/Price,2025-02-20,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,98333.94,Point/Price,2025-02-20,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.5,Point/Price,2025-02-20,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,26.01,Point/Price,2025-02-20,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2940.0,Point/Price,2025-02-20,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.61,Point/Price,2025-02-20,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.87,Point/Price,2025-02-21,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.42,Point/Price,2025-02-21,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.56,Point/Price,2025-02-21,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96125.55,Point/Price,2025-02-21,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.61,Point/Price,2025-02-21,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2937.6,Point/Price,2025-02-21,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96577.76,Point/Price,2025-02-22,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,96273.92,Point/Price,2025-02-23,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.49,Point/Price,2025-02-24,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.39,Point/Price,2025-02-24,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.52,Point/Price,2025-02-24,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,91418.17,Point/Price,2025-02-24,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.6,Point/Price,2025-02-24,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2947.9,Point/Price,2025-02-24,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.49,Point/Price,2025-02-25,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,88736.17,Point/Price,2025-02-25,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.3,Point/Price,2025-02-25,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2904.5,Point/Price,2025-02-25,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.31,Point/Price,2025-02-25,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.03,Point/Price,2025-02-25,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2916.8,Point/Price,2025-02-26,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84347.02,Point/Price,2025-02-26,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.25,Point/Price,2025-02-26,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,24.54,Point/Price,2025-02-26,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.54,Point/Price,2025-02-26,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.42,Point/Price,2025-02-26,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2883.2,Point/Price,2025-02-27,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.28,Point/Price,2025-02-27,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84704.23,Point/Price,2025-02-27,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.59,Point/Price,2025-02-27,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.24,Point/Price,2025-02-27,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.58,Point/Price,2025-02-27,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84373.01,Point/Price,2025-02-28,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2836.8,Point/Price,2025-02-28,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.51,Point/Price,2025-02-28,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.23,Point/Price,2025-02-28,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,107.61,Point/Price,2025-02-28,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.67,Point/Price,2025-02-28,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86031.91,Point/Price,2025-03-01,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,94248.35,Point/Price,2025-03-02,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.42,Point/Price,2025-03-03,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2890.2,Point/Price,2025-03-03,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86065.67,Point/Price,2025-03-03,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,106.75,Point/Price,2025-03-03,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.58,Point/Price,2025-03-03,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.18,Point/Price,2025-03-03,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.21,Point/Price,2025-03-04,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,87222.2,Point/Price,2025-03-04,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.95,Point/Price,2025-03-04,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,105.74,Point/Price,2025-03-04,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.53,Point/Price,2025-03-04,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2909.6,Point/Price,2025-03-04,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.55,Point/Price,2025-03-05,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,105.74,Point/Price,2025-03-05,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.77,Point/Price,2025-03-05,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2915.3,Point/Price,2025-03-05,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,90623.56,Point/Price,2025-03-05,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.26,Point/Price,2025-03-05,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.12,Point/Price,2025-03-06,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,89961.73,Point/Price,2025-03-06,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.78,Point/Price,2025-03-06,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,104.06,Point/Price,2025-03-06,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2916.6,Point/Price,2025-03-06,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.29,Point/Price,2025-03-06,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86742.67,Point/Price,2025-03-07,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.84,Point/Price,2025-03-07,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2904.7,Point/Price,2025-03-07,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.85,Point/Price,2025-03-07,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.32,Point/Price,2025-03-07,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.68,Point/Price,2025-03-07,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,86154.59,Point/Price,2025-03-08,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,80601.04,Point/Price,2025-03-09,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.91,Point/Price,2025-03-10,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2891.0,Point/Price,2025-03-10,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,78532.0,Point/Price,2025-03-10,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.21,Point/Price,2025-03-10,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.64,Point/Price,2025-03-10,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.06,Point/Price,2025-03-10,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.74,Point/Price,2025-03-11,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82862.21,Point/Price,2025-03-11,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.58,Point/Price,2025-03-11,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.29,Point/Price,2025-03-11,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.44,Point/Price,2025-03-11,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2912.9,Point/Price,2025-03-11,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.61,Point/Price,2025-03-12,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.75,Point/Price,2025-03-12,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2939.1,Point/Price,2025-03-12,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.32,Point/Price,2025-03-12,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.82,Point/Price,2025-03-12,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83722.36,Point/Price,2025-03-12,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.83,Point/Price,2025-03-13,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.44,Point/Price,2025-03-13,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.27,Point/Price,2025-03-13,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2984.3,Point/Price,2025-03-13,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.9,Point/Price,2025-03-13,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,81066.7,Point/Price,2025-03-13,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,22.81,Point/Price,2025-03-14,Yahoo Finance,
글로벌 매크로,달러 인덱스 (DXY),DX-Y.NYB,103.72,Point/Price,2025-03-14,Yahoo Finance,
글로벌 매크로,미국 10년물 국채 금리,^TNX,4.31,Point/Price,2025-03-14,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,2994.5,Point/Price,2025-03-14,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.87,Point/Price,2025-03-14,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,83969.1,Point/Price,2025-03-14,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,84343.11,Point/Price,2025-03-15,Yahoo Finance,
글로벌 매크로,비트코인,BTC-USD,82579.69,Point/Price,2025-03-16,Yahoo Finance,
글로벌 매크로,구리 선물,HG=F,4.93,Point/Price,2025-03-17,Yahoo Finance,
글로벌 매크로,금 선물,GC=F,3000.0,Point/Price,2025-03-17,Yahoo Finance,
글로벌 매크로,Global X Uranium ETF,URA,23.52,Point/Price,2025-03-17,Yahoo Finance,
